t_seconds,sensor_type,metric,value,unit,quality_score
17,mock_radar,radar_micro_motion_score,0.0544,score,0.886
17,mock_radar,breathing_like_score,0.0813,score,0.886
18,mock_pressure,pressure_value,0.0543,normalized,0.893
18,mock_pressure,occupancy_score,0.0424,score,0.893
18,mock_radar,occupancy_score,0.1336,score,0.914
18,mock_radar,radar_motion_score,0.004,score,0.914
18,mock_radar,radar_micro_motion_score,0.0062,score,0.914
18,mock_radar,breathing_like_score,0.0342,score,0.914
19,mock_pressure,pressure_value,0.0609,normalized,0.918
19,mock_pressure,occupancy_score,0.0287,score,0.918
19,mock_radar,occupancy_score,0.0994,score,0.91
19,mock_radar,radar_motion_score,0.0486,score,0.91
19,mock_radar,radar_micro_motion_score,0.0166,score,0.91
19,mock_radar,breathing_like_score,0.0817,score,0.91
20,mock_pressure,pressure_value,0.0451,normalized,0.888
20,mock_pressure,occupancy_score,0.0698,score,0.888
20,mock_radar,occupancy_score,0.0716,score,0.913
20,mock_radar,radar_motion_score,0.014,score,0.913
20,mock_radar,radar_micro_motion_score,0.0888,score,0.913
20,mock_radar,breathing_like_score,0.0699,score,0.913
21,mock_pressure,pressure_value,0.0544,normalized,0.9
21,mock_pressure,occupancy_score,0.0748,score,0.9
21,mock_radar,occupancy_score,0.1069,score,0.903
21,mock_radar,radar_motion_score,0.0489,score,0.903
21,mock_radar,radar_micro_motion_score,0.0227,score,0.903
21,mock_radar,breathing_like_score,0.0696,score,0.903
22,mock_pressure,pressure_value,0.042,normalized,0.94
22,mock_pressure,occupancy_score,0.0622,score,0.94
22,mock_radar,occupancy_score,0.0523,score,0.891
22,mock_radar,radar_motion_score,0.0598,score,0.891
22,mock_radar,radar_micro_motion_score,0.0566,score,0.891
22,mock_radar,breathing_like_score,0.0849,score,0.891
23,mock_pressure,pressure_value,0.0428,normalized,0.896
23,mock_pressure,occupancy_score,0.0344,score,0.896
23,mock_radar,occupancy_score,0.0953,score,0.926
23,mock_radar,radar_motion_score,0.0095,score,0.926
23,mock_radar,radar_micro_motion_score,0.045,score,0.926
23,mock_radar,breathing_like_score,0.0381,score,0.926
24,mock_pressure,pressure_value,0.055,normalized,0.937
24,mock_pressure,occupancy_score,0.0644,score,0.937
24,mock_radar,occupancy_score,0.1131,score,0.9
24,mock_radar,radar_motion_score,0.0251,score,0.9
24,mock_radar,radar_micro_motion_score,0.0832,score,0.9
24,mock_radar,breathing_like_score,0.0438,score,0.9
25,mock_pressure,pressure_value,0.0465,normalized,0.916
25,mock_pressure,occupancy_score,0.0435,score,0.916
25,mock_radar,occupancy_score,0.1036,score,0.924
25,mock_radar,radar_motion_score,0.0344,score,0.924
25,mock_radar,radar_micro_motion_score,0.0625,score,0.924
25,mock_radar,breathing_like_score,0.1017,score,0.924
26,mock_pressure,pressure_value,0.0427,normalized,0.899
26,mock_pressure,occupancy_score,0.0491,score,0.899
26,mock_radar,occupancy_score,0.0667,score,0.887
26,mock_radar,radar_motion_score,0.0552,score,0.887
26,mock_radar,radar_micro_motion_score,0.0463,score,0.887
26,mock_radar,breathing_like_score,0.1004,score,0.887
27,mock_pressure,pressure_value,0.0535,normalized,0.949
27,mock_pressure,occupancy_score,0.0462,score,0.949
27,mock_radar,occupancy_score,0.0847,score,0.895
27,mock_radar,radar_motion_score,0.0436,score,0.895
27,mock_radar,radar_micro_motion_score,0.1095,score,0.895
27,mock_radar,breathing_like_score,0.0713,score,0.895
28,mock_pressure,pressure_value,0.062,normalized,0.909
28,mock_pressure,occupancy_score,0.0586,score,0.909
28,mock_radar,occupancy_score,0.0469,score,0.929
28,mock_radar,radar_motion_score,0.0496,score,0.929
28,mock_radar,radar_micro_motion_score,0.0806,score,0.929
28,mock_radar,breathing_like_score,0.0713,score,0.929
29,mock_pressure,pressure_value,0.0559,normalized,0.907
29,mock_pressure,occupancy_score,0.0524,score,0.907
29,mock_radar,occupancy_score,0.0364,score,0.923
29,mock_radar,radar_motion_score,0.0392,score,0.923
29,mock_radar,radar_micro_motion_score,0.0613,score,0.923
29,mock_radar,breathing_like_score,0.0078,score,0.923
30,mock_pressure,pressure_value,0.0561,normalized,0.912
30,mock_pressure,occupancy_score,0.0801,score,0.912
30,mock_radar,occupancy_score,0.1483,score,0.892
30,mock_radar,radar_motion_score,0.022,score,0.892
30,mock_radar,radar_micro_motion_score,0.0657,score,0.892
30,mock_radar,breathing_like_score,0.0785,score,0.892
31,mock_pressure,pressure_value,0.0571,normalized,0.931
31,mock_pressure,occupancy_score,0.0553,score,0.931
31,mock_radar,occupancy_score,0.0983,score,0.886
31,mock_radar,radar_motion_score,0.0604,score,0.886
31,mock_radar,radar_micro_motion_score,0.0156,score,0.886
31,mock_radar,breathing_like_score,0.0484,score,0.886
32,mock_pressure,pressure_value,0.0467,normalized,0.951
32,mock_pressure,occupancy_score,0.0352,score,0.951
32,mock_radar,occupancy_score,0.0404,score,0.885
32,mock_radar,radar_motion_score,0.0341,score,0.885
32,mock_radar,radar_micro_motion_score,0.0318,score,0.885
32,mock_radar,breathing_like_score,0.0596,score,0.885
33,mock_pressure,pressure_value,0.0406,normalized,0.893
33,mock_pressure,occupancy_score,0.0227,score,0.893
33,mock_radar,occupancy_score,0.0709,score,0.939
33,mock_radar,radar_motion_score,0.0353,score,0.939
33,mock_radar,radar_micro_motion_score,0.055,score,0.939
33,mock_radar,breathing_like_score,0.1036,score,0.939
34,mock_pressure,pressure_value,0.0463,normalized,0.908
34,mock_pressure,occupancy_score,0.0419,score,0.908
34,mock_radar,occupancy_score,0.0702,score,0.944
34,mock_radar,radar_motion_score,0.0403,score,0.944
34,mock_radar,radar_micro_motion_score,0.0423,score,0.944
34,mock_radar,breathing_like_score,0.0539,score,0.944
35,mock_pressure,pressure_value,0.059,normalized,0.908
35,mock_pressure,occupancy_score,0.0841,score,0.908
35,mock_radar,occupancy_score,0.0531,score,0.915
35,mock_radar,radar_motion_score,0.015,score,0.915
35,mock_radar,radar_micro_motion_score,0.061,score,0.915
35,mock_radar,breathing_like_score,0.0,score,0.915
36,mock_pressure,pressure_value,0.0566,normalized,0.917
36,mock_pressure,occupancy_score,0.0854,score,0.917
36,mock_radar,occupancy_score,0.0847,score,0.877
36,mock_radar,radar_motion_score,0.0529,score,0.877
36,mock_radar,radar_micro_motion_score,0.0778,score,0.877
36,mock_radar,breathing_like_score,0.0474,score,0.877
37,mock_pressure,pressure_value,0.0648,normalized,0.904
37,mock_pressure,occupancy_score,0.0925,score,0.904
37,mock_radar,occupancy_score,0.0744,score,0.889
37,mock_radar,radar_motion_score,0.0348,score,0.889
37,mock_radar,radar_micro_motion_score,0.0693,score,0.889
37,mock_radar,breathing_like_score,0.0327,score,0.889
38,mock_pressure,pressure_value,0.0362,normalized,0.94
38,mock_pressure,occupancy_score,0.081,score,0.94
38,mock_radar,occupancy_score,0.0804,score,0.919
38,mock_radar,radar_motion_score,0.0426,score,0.919
38,mock_radar,radar_micro_motion_score,0.0277,score,0.919
38,mock_radar,breathing_like_score,0.1305,score,0.919
39,mock_pressure,pressure_value,0.0582,normalized,0.948
39,mock_pressure,occupancy_score,0.0415,score,0.948
39,mock_radar,occupancy_score,0.049,score,0.886
39,mock_radar,radar_motion_score,0.0262,score,0.886
39,mock_radar,radar_micro_motion_score,0.0417,score,0.886
39,mock_radar,breathing_like_score,0.0756,score,0.886
40,mock_pressure,pressure_value,0.0431,normalized,0.909
40,mock_pressure,occupancy_score,0.0427,score,0.909
40,mock_radar,occupancy_score,0.132,score,0.907
40,mock_radar,radar_motion_score,0.0183,score,0.907
40,mock_radar,radar_micro_motion_score,0.0745,score,0.907
40,mock_radar,breathing_like_score,0.0423,score,0.907
41,mock_pressure,pressure_value,0.0471,normalized,0.887
41,mock_pressure,occupancy_score,0.0998,score,0.887
41,mock_radar,occupancy_score,0.1132,score,0.894
41,mock_radar,radar_motion_score,0.0829,score,0.894
41,mock_radar,radar_micro_motion_score,0.0168,score,0.894
41,mock_radar,breathing_like_score,0.02,score,0.894
42,mock_pressure,pressure_value,0.034,normalized,0.944
42,mock_pressure,occupancy_score,0.0404,score,0.944
42,mock_radar,occupancy_score,0.032,score,0.918
42,mock_radar,radar_motion_score,0.0371,score,0.918
42,mock_radar,radar_micro_motion_score,0.0564,score,0.918
42,mock_radar,breathing_like_score,0.0226,score,0.918
43,mock_pressure,pressure_value,0.0612,normalized,0.943
43,mock_pressure,occupancy_score,0.0294,score,0.943
43,mock_radar,occupancy_score,0.1167,score,0.925
43,mock_radar,radar_motion_score,0.0651,score,0.925
43,mock_radar,radar_micro_motion_score,0.0249,score,0.925
43,mock_radar,breathing_like_score,0.0528,score,0.925
44,mock_pressure,pressure_value,0.0511,normalized,0.908
44,mock_pressure,occupancy_score,0.0909,score,0.908
44,mock_radar,occupancy_score,0.0416,score,0.896
44,mock_radar,radar_motion_score,0.0831,score,0.896
44,mock_radar,radar_micro_motion_score,0.0455,score,0.896
44,mock_radar,breathing_like_score,0.0227,score,0.896
45,mock_pressure,pressure_value,0.0272,normalized,0.861
45,mock_pressure,occupancy_score,0.0678,score,0.861
45,mock_radar,occupancy_score,0.1037,score,0.885
45,mock_radar,radar_motion_score,0.0324,score,0.885
45,mock_radar,radar_micro_motion_score,0.0272,score,0.885
45,mock_radar,breathing_like_score,0.0631,score,0.885
46,mock_pressure,pressure_value,0.0557,normalized,0.922
46,mock_pressure,occupancy_score,0.0668,score,0.922
46,mock_radar,occupancy_score,0.0588,score,0.905
46,mock_radar,radar_motion_score,0.0287,score,0.905
46,mock_radar,radar_micro_motion_score,0.0278,score,0.905
46,mock_radar,breathing_like_score,0.0821,score,0.905
47,mock_pressure,pressure_value,0.0586,normalized,0.89
47,mock_pressure,occupancy_score,0.0568,score,0.89
47,mock_radar,occupancy_score,0.0882,score,0.947
47,mock_radar,radar_motion_score,0.044,score,0.947
47,mock_radar,radar_micro_motion_score,0.041,score,0.947
47,mock_radar,breathing_like_score,0.0215,score,0.947
48,mock_pressure,pressure_value,0.0643,normalized,0.883
48,mock_pressure,occupancy_score,0.0464,score,0.883
48,mock_radar,occupancy_score,0.0948,score,0.874
48,mock_radar,radar_motion_score,0.0331,score,0.874
48,mock_radar,radar_micro_motion_score,0.0526,score,0.874
48,mock_radar,breathing_like_score,0.0493,score,0.874
49,mock_pressure,pressure_value,0.0632,normalized,0.928
49,mock_pressure,occupancy_score,0.0433,score,0.928
49,mock_radar,occupancy_score,0.1168,score,0.921
49,mock_radar,radar_motion_score,0.0277,score,0.921
49,mock_radar,radar_micro_motion_score,0.0751,score,0.921
49,mock_radar,breathing_like_score,0.1061,score,0.921
50,mock_pressure,pressure_value,0.0389,normalized,0.911
50,mock_pressure,occupancy_score,0.068,score,0.911
50,mock_radar,occupancy_score,0.0677,score,0.879
50,mock_radar,radar_motion_score,0.0535,score,0.879
50,mock_radar,radar_micro_motion_score,0.0653,score,0.879
50,mock_radar,breathing_like_score,0.0308,score,0.879
51,mock_pressure,pressure_value,0.0501,normalized,0.964
51,mock_pressure,occupancy_score,0.0764,score,0.964
51,mock_radar,occupancy_score,0.1438,score,0.888
51,mock_radar,radar_motion_score,0.0319,score,0.888
51,mock_radar,radar_micro_motion_score,0.058,score,0.888
51,mock_radar,breathing_like_score,0.0683,score,0.888
52,mock_pressure,pressure_value,0.0424,normalized,0.914
52,mock_pressure,occupancy_score,0.0799,score,0.914
52,mock_radar,occupancy_score,0.0506,score,0.869
52,mock_radar,radar_motion_score,0.0492,score,0.869
52,mock_radar,radar_micro_motion_score,0.0169,score,0.869
52,mock_radar,breathing_like_score,0.0339,score,0.869
53,mock_pressure,pressure_value,0.0568,normalized,0.95
53,mock_pressure,occupancy_score,0.0664,score,0.95
53,mock_radar,occupancy_score,0.0513,score,0.892
53,mock_radar,radar_motion_score,0.0148,score,0.892
53,mock_radar,radar_micro_motion_score,0.0154,score,0.892
53,mock_radar,breathing_like_score,0.0548,score,0.892
54,mock_pressure,pressure_value,0.0544,normalized,0.909
54,mock_pressure,occupancy_score,0.0445,score,0.909
54,mock_radar,occupancy_score,0.0949,score,0.932
54,mock_radar,radar_motion_score,0.018,score,0.932
54,mock_radar,radar_micro_motion_score,0.0604,score,0.932
54,mock_radar,breathing_like_score,0.0073,score,0.932
55,mock_pressure,pressure_value,0.0536,normalized,0.913
55,mock_pressure,occupancy_score,0.0376,score,0.913
55,mock_radar,occupancy_score,0.0982,score,0.922
55,mock_radar,radar_motion_score,0.0552,score,0.922
55,mock_radar,radar_micro_motion_score,0.0548,score,0.922
55,mock_radar,breathing_like_score,0.0646,score,0.922
56,mock_pressure,pressure_value,0.0543,normalized,0.88
56,mock_pressure,occupancy_score,0.0343,score,0.88
56,mock_radar,occupancy_score,0.0729,score,0.907
56,mock_radar,radar_motion_score,0.0844,score,0.907
56,mock_radar,radar_micro_motion_score,0.0876,score,0.907
56,mock_radar,breathing_like_score,0.0314,score,0.907
57,mock_pressure,pressure_value,0.0588,normalized,0.935
57,mock_pressure,occupancy_score,0.0908,score,0.935
57,mock_radar,occupancy_score,0.0828,score,0.865
57,mock_radar,radar_motion_score,0.055,score,0.865
57,mock_radar,radar_micro_motion_score,0.0841,score,0.865
57,mock_radar,breathing_like_score,0.0729,score,0.865
58,mock_pressure,pressure_value,0.0448,normalized,0.928
58,mock_pressure,occupancy_score,0.0558,score,0.928
58,mock_radar,occupancy_score,0.0635,score,0.931
58,mock_radar,radar_motion_score,0.0487,score,0.931
58,mock_radar,radar_micro_motion_score,0.0396,score,0.931
58,mock_radar,breathing_like_score,0.0437,score,0.931
59,mock_pressure,pressure_value,0.0389,normalized,0.916
59,mock_pressure,occupancy_score,0.0396,score,0.916
59,mock_radar,occupancy_score,0.0525,score,0.899
59,mock_radar,radar_motion_score,0.0379,score,0.899
59,mock_radar,radar_micro_motion_score,0.0551,score,0.899
59,mock_radar,breathing_like_score,0.0699,score,0.899
60,mock_pressure,pressure_value,0.043,normalized,0.947
60,mock_pressure,occupancy_score,0.0763,score,0.947
60,mock_radar,occupancy_score,0.0782,score,0.89
60,mock_radar,radar_motion_score,0.0373,score,0.89
60,mock_radar,radar_micro_motion_score,0.0315,score,0.89
60,mock_radar,breathing_like_score,0.0647,score,0.89
61,mock_pressure,pressure_value,0.0333,normalized,0.917
61,mock_pressure,occupancy_score,0.0561,score,0.917
61,mock_radar,occupancy_score,0.0871,score,0.898
61,mock_radar,radar_motion_score,0.0055,score,0.898
61,mock_radar,radar_micro_motion_score,0.0343,score,0.898
61,mock_radar,breathing_like_score,0.04,score,0.898
62,mock_pressure,pressure_value,0.0484,normalized,0.925
62,mock_pressure,occupancy_score,0.0503,score,0.925
62,mock_radar,occupancy_score,0.1184,score,0.921
62,mock_radar,radar_motion_score,0.035,score,0.921
62,mock_radar,radar_micro_motion_score,0.0512,score,0.921
62,mock_radar,breathing_like_score,0.02,score,0.921
63,mock_pressure,pressure_value,0.0579,normalized,0.928
63,mock_pressure,occupancy_score,0.0733,score,0.928
63,mock_radar,occupancy_score,0.1056,score,0.868
63,mock_radar,radar_motion_score,0.0185,score,0.868
63,mock_radar,radar_micro_motion_score,0.0772,score,0.868
63,mock_radar,breathing_like_score,0.025,score,0.868
64,mock_pressure,pressure_value,0.0505,normalized,0.884
64,mock_pressure,occupancy_score,0.0672,score,0.884
64,mock_radar,occupancy_score,0.0686,score,0.898
64,mock_radar,radar_motion_score,0.0471,score,0.898
64,mock_radar,radar_micro_motion_score,0.0478,score,0.898
64,mock_radar,breathing_like_score,0.0435,score,0.898
65,mock_pressure,pressure_value,0.0498,normalized,0.931
65,mock_pressure,occupancy_score,0.0563,score,0.931
65,mock_radar,occupancy_score,0.1498,score,0.89
65,mock_radar,radar_motion_score,0.0536,score,0.89
65,mock_radar,radar_micro_motion_score,0.0829,score,0.89
65,mock_radar,breathing_like_score,0.0595,score,0.89
66,mock_pressure,pressure_value,0.0406,normalized,0.891
66,mock_pressure,occupancy_score,0.0417,score,0.891
66,mock_radar,occupancy_score,0.0975,score,0.916
66,mock_radar,radar_motion_score,0.0307,score,0.916
66,mock_radar,radar_micro_motion_score,0.0349,score,0.916
66,mock_radar,breathing_like_score,0.056,score,0.916
67,mock_pressure,pressure_value,0.0486,normalized,0.947
67,mock_pressure,occupancy_score,0.0596,score,0.947
67,mock_radar,occupancy_score,0.0686,score,0.884
67,mock_radar,radar_motion_score,0.0681,score,0.884
67,mock_radar,radar_micro_motion_score,0.0758,score,0.884
67,mock_radar,breathing_like_score,0.0387,score,0.884
68,mock_pressure,pressure_value,0.0419,normalized,0.911
68,mock_pressure,occupancy_score,0.037,score,0.911
68,mock_radar,occupancy_score,0.0269,score,0.914
68,mock_radar,radar_motion_score,0.0122,score,0.914
68,mock_radar,radar_micro_motion_score,0.031,score,0.914
68,mock_radar,breathing_like_score,0.0646,score,0.914
69,mock_pressure,pressure_value,0.0674,normalized,0.893
69,mock_pressure,occupancy_score,0.0833,score,0.893
69,mock_radar,occupancy_score,0.1044,score,0.895
69,mock_radar,radar_motion_score,0.0118,score,0.895
69,mock_radar,radar_micro_motion_score,0.0336,score,0.895
69,mock_radar,breathing_like_score,0.0385,score,0.895
70,mock_pressure,pressure_value,0.0444,normalized,0.907
70,mock_pressure,occupancy_score,0.0428,score,0.907
70,mock_radar,occupancy_score,0.0622,score,0.923
70,mock_radar,radar_motion_score,0.0445,score,0.923
70,mock_radar,radar_micro_motion_score,0.0837,score,0.923
70,mock_radar,breathing_like_score,0.0901,score,0.923
71,mock_pressure,pressure_value,0.0564,normalized,0.889
71,mock_pressure,occupancy_score,0.0579,score,0.889
71,mock_radar,occupancy_score,0.05,score,0.863
71,mock_radar,radar_motion_score,0.0378,score,0.863
71,mock_radar,radar_micro_motion_score,0.0401,score,0.863
71,mock_radar,breathing_like_score,0.0828,score,0.863
72,mock_pressure,pressure_value,0.0444,normalized,0.959
72,mock_pressure,occupancy_score,0.0461,score,0.959
72,mock_radar,occupancy_score,0.0738,score,0.92
72,mock_radar,radar_motion_score,0.0127,score,0.92
72,mock_radar,radar_micro_motion_score,0.0469,score,0.92
72,mock_radar,breathing_like_score,0.1105,score,0.92
73,mock_pressure,pressure_value,0.0369,normalized,0.904
73,mock_pressure,occupancy_score,0.0684,score,0.904
73,mock_radar,occupancy_score,0.0881,score,0.873
73,mock_radar,radar_motion_score,0.0404,score,0.873
73,mock_radar,radar_micro_motion_score,0.0426,score,0.873
73,mock_radar,breathing_like_score,0.0408,score,0.873
74,mock_pressure,pressure_value,0.0556,normalized,0.903
74,mock_pressure,occupancy_score,0.0836,score,0.903
74,mock_radar,occupancy_score,0.074,score,0.944
74,mock_radar,radar_motion_score,0.0775,score,0.944
74,mock_radar,radar_micro_motion_score,0.051,score,0.944
74,mock_radar,breathing_like_score,0.0,score,0.944
75,mock_pressure,pressure_value,0.0628,normalized,0.926
75,mock_pressure,occupancy_score,0.0653,score,0.926
75,mock_radar,occupancy_score,0.0604,score,0.854
75,mock_radar,radar_motion_score,0.0613,score,0.854
75,mock_radar,radar_micro_motion_score,0.0494,score,0.854
75,mock_radar,breathing_like_score,0.0372,score,0.854
76,mock_pressure,pressure_value,0.0503,normalized,0.904
76,mock_pressure,occupancy_score,0.0564,score,0.904
76,mock_radar,occupancy_score,0.1298,score,0.867
76,mock_radar,radar_motion_score,0.0594,score,0.867
76,mock_radar,radar_micro_motion_score,0.0328,score,0.867
76,mock_radar,breathing_like_score,0.0402,score,0.867
77,mock_pressure,pressure_value,0.0485,normalized,0.896
77,mock_pressure,occupancy_score,0.0576,score,0.896
77,mock_radar,occupancy_score,0.0598,score,0.92
77,mock_radar,radar_motion_score,0.0439,score,0.92
77,mock_radar,radar_micro_motion_score,0.0395,score,0.92
77,mock_radar,breathing_like_score,0.0721,score,0.92
78,mock_pressure,pressure_value,0.0553,normalized,0.935
78,mock_pressure,occupancy_score,0.0621,score,0.935
78,mock_radar,occupancy_score,0.0488,score,0.923
78,mock_radar,radar_motion_score,0.0657,score,0.923
78,mock_radar,radar_micro_motion_score,0.0629,score,0.923
78,mock_radar,breathing_like_score,0.0634,score,0.923
79,mock_pressure,pressure_value,0.0392,normalized,0.931
79,mock_pressure,occupancy_score,0.0514,score,0.931
79,mock_radar,occupancy_score,0.126,score,0.882
79,mock_radar,radar_motion_score,0.0574,score,0.882
79,mock_radar,radar_micro_motion_score,0.0502,score,0.882
79,mock_radar,breathing_like_score,0.0051,score,0.882
80,mock_pressure,pressure_value,0.045,normalized,0.899
80,mock_pressure,occupancy_score,0.0829,score,0.899
80,mock_radar,occupancy_score,0.0522,score,0.91
80,mock_radar,radar_motion_score,0.0216,score,0.91
80,mock_radar,radar_micro_motion_score,0.0468,score,0.91
80,mock_radar,breathing_like_score,0.0322,score,0.91
81,mock_pressure,pressure_value,0.0575,normalized,0.927
81,mock_pressure,occupancy_score,0.0781,score,0.927
81,mock_radar,occupancy_score,0.0412,score,0.908
81,mock_radar,radar_motion_score,0.0439,score,0.908
81,mock_radar,radar_micro_motion_score,0.0445,score,0.908
81,mock_radar,breathing_like_score,0.0727,score,0.908
82,mock_pressure,pressure_value,0.0647,normalized,0.936
82,mock_pressure,occupancy_score,0.0588,score,0.936
82,mock_radar,occupancy_score,0.1033,score,0.923
82,mock_radar,radar_motion_score,0.0393,score,0.923
82,mock_radar,radar_micro_motion_score,0.0437,score,0.923
82,mock_radar,breathing_like_score,0.0732,score,0.923
83,mock_pressure,pressure_value,0.0608,normalized,0.927
83,mock_pressure,occupancy_score,0.0551,score,0.927
83,mock_radar,occupancy_score,0.0779,score,0.87
83,mock_radar,radar_motion_score,0.0591,score,0.87
83,mock_radar,radar_micro_motion_score,0.0676,score,0.87
83,mock_radar,breathing_like_score,0.0585,score,0.87
84,mock_pressure,pressure_value,0.0528,normalized,0.903
84,mock_pressure,occupancy_score,0.0603,score,0.903
84,mock_radar,occupancy_score,0.0653,score,0.875
84,mock_radar,radar_motion_score,0.0315,score,0.875
84,mock_radar,radar_micro_motion_score,0.0745,score,0.875
