t_seconds,sensor_type,metric,value,unit,quality_score
13,mock_pressure,occupancy_score,0.944,score,0.926
13,mock_radar,occupancy_score,0.8712,score,0.919
13,mock_radar,radar_motion_score,0.1094,score,0.919
13,mock_radar,radar_micro_motion_score,0.7784,score,0.919
13,mock_radar,breathing_like_score,0.784,score,0.919
14,mock_pressure,pressure_value,0.8412,normalized,0.889
14,mock_pressure,occupancy_score,0.8599,score,0.889
14,mock_radar,occupancy_score,0.7946,score,0.897
14,mock_radar,radar_motion_score,0.0998,score,0.897
14,mock_radar,radar_micro_motion_score,0.4618,score,0.897
14,mock_radar,breathing_like_score,0.7654,score,0.897
15,mock_pressure,pressure_value,0.8591,normalized,0.924
15,mock_pressure,occupancy_score,0.9236,score,0.924
15,mock_radar,occupancy_score,0.8324,score,0.875
15,mock_radar,radar_motion_score,0.152,score,0.875
15,mock_radar,radar_micro_motion_score,0.2155,score,0.875
15,mock_radar,breathing_like_score,0.6624,score,0.875
16,mock_pressure,pressure_value,0.846,normalized,0.919
16,mock_pressure,occupancy_score,0.9092,score,0.919
16,mock_radar,occupancy_score,0.8015,score,0.901
16,mock_radar,radar_motion_score,0.0518,score,0.901
16,mock_radar,radar_micro_motion_score,0.5063,score,0.901
16,mock_radar,breathing_like_score,0.7105,score,0.901
17,mock_pressure,pressure_value,0.8403,normalized,0.919
17,mock_pressure,occupancy_score,0.8746,score,0.919
17,mock_radar,occupancy_score,0.8508,score,0.886
17,mock_radar,radar_motion_score,0.083,score,0.886
17,mock_radar,radar_micro_motion_score,0.7566,score,0.886
17,mock_radar,breathing_like_score,0.8013,score,0.886
18,mock_pressure,pressure_value,0.8565,normalized,0.893
18,mock_pressure,occupancy_score,0.8824,score,0.893
18,mock_radar,occupancy_score,0.9036,score,0.914
18,mock_radar,radar_motion_score,0.0459,score,0.914
18,mock_radar,radar_micro_motion_score,0.4343,score,0.914
18,mock_radar,breathing_like_score,0.7042,score,0.914
19,mock_pressure,pressure_value,0.8664,normalized,0.918
19,mock_pressure,occupancy_score,0.8687,score,0.918
19,mock_radar,occupancy_score,0.8694,score,0.91
19,mock_radar,radar_motion_score,0.1128,score,0.91
19,mock_radar,radar_micro_motion_score,0.1999,score,0.91
19,mock_radar,breathing_like_score,0.7017,score,0.91
20,mock_pressure,pressure_value,0.8426,normalized,0.888
20,mock_pressure,occupancy_score,0.9098,score,0.888
20,mock_radar,occupancy_score,0.8416,score,0.913
20,mock_radar,radar_motion_score,0.061,score,0.913
20,mock_radar,radar_micro_motion_score,0.5582,score,0.913
20,mock_radar,breathing_like_score,0.7399,score,0.913
21,mock_pressure,pressure_value,0.8565,normalized,0.9
21,mock_pressure,occupancy_score,0.9148,score,0.9
21,mock_radar,occupancy_score,0.8769,score,0.903
21,mock_radar,radar_motion_score,0.1134,score,0.903
21,mock_radar,radar_micro_motion_score,0.709,score,0.903
21,mock_radar,breathing_like_score,0.7896,score,0.903
22,mock_pressure,pressure_value,0.8379,normalized,0.94
22,mock_pressure,occupancy_score,0.9022,score,0.94
22,mock_radar,occupancy_score,0.8223,score,0.891
22,mock_radar,radar_motion_score,0.1297,score,0.891
22,mock_radar,radar_micro_motion_score,0.5099,score,0.891
22,mock_radar,breathing_like_score,0.7549,score,0.891
23,mock_pressure,pressure_value,0.8392,normalized,0.896
23,mock_pressure,occupancy_score,0.8744,score,0.896
23,mock_radar,occupancy_score,0.8653,score,0.926
23,mock_radar,radar_motion_score,0.0542,score,0.926
23,mock_radar,radar_micro_motion_score,0.2425,score,0.926
23,mock_radar,breathing_like_score,0.6581,score,0.926
24,mock_pressure,pressure_value,0.8576,normalized,0.937
24,mock_pressure,occupancy_score,0.9044,score,0.937
24,mock_radar,occupancy_score,0.8831,score,0.9
24,mock_radar,radar_motion_score,0.0776,score,0.9
24,mock_radar,radar_micro_motion_score,0.5498,score,0.9
24,mock_radar,breathing_like_score,0.7138,score,0.9
25,mock_pressure,pressure_value,0.8447,normalized,0.916
25,mock_pressure,occupancy_score,0.8835,score,0.916
25,mock_radar,occupancy_score,0.8736,score,0.924
25,mock_radar,radar_motion_score,0.0917,score,0.924
25,mock_radar,radar_micro_motion_score,0.7688,score,0.924
25,mock_radar,breathing_like_score,0.8217,score,0.924
26,mock_pressure,pressure_value,0.8391,normalized,0.899
26,mock_pressure,occupancy_score,0.8891,score,0.899
26,mock_radar,occupancy_score,0.8367,score,0.887
26,mock_radar,radar_motion_score,0.1228,score,0.887
26,mock_radar,radar_micro_motion_score,0.4944,score,0.887
26,mock_radar,breathing_like_score,0.7704,score,0.887
27,mock_pressure,pressure_value,0.8552,normalized,0.949
27,mock_pressure,occupancy_score,0.8862,score,0.949
27,mock_radar,occupancy_score,0.8547,score,0.895
27,mock_radar,radar_motion_score,0.1055,score,0.895
27,mock_radar,radar_micro_motion_score,0.3392,score,0.895
27,mock_radar,breathing_like_score,0.6913,score,0.895
28,mock_pressure,pressure_value,0.868,normalized,0.909
28,mock_pressure,occupancy_score,0.8986,score,0.909
28,mock_radar,occupancy_score,0.8169,score,0.929
28,mock_radar,radar_motion_score,0.1144,score,0.929
28,mock_radar,radar_micro_motion_score,0.546,score,0.929
28,mock_radar,breathing_like_score,0.7413,score,0.929
29,mock_pressure,pressure_value,0.8589,normalized,0.907
29,mock_pressure,occupancy_score,0.8924,score,0.907
29,mock_radar,occupancy_score,0.8064,score,0.923
29,mock_radar,radar_motion_score,0.0988,score,0.923
29,mock_radar,radar_micro_motion_score,0.767,score,0.923
29,mock_radar,breathing_like_score,0.7278,score,0.923
30,mock_pressure,pressure_value,0.8307,normalized,0.912
30,mock_pressure,occupancy_score,0.9201,score,0.912
30,mock_radar,occupancy_score,0.9711,score,0.892
30,mock_radar,radar_motion_score,0.6279,score,0.892
30,mock_radar,radar_micro_motion_score,0.6679,score,0.892
30,mock_radar,breathing_like_score,0.5424,score,0.892
31,mock_pressure,pressure_value,0.9293,normalized,0.931
31,mock_pressure,occupancy_score,0.8706,score,0.931
31,mock_radar,occupancy_score,0.9044,score,0.886
31,mock_radar,radar_motion_score,0.8989,score,0.886
31,mock_radar,radar_micro_motion_score,0.2916,score,0.886
31,mock_radar,breathing_like_score,0.3919,score,0.886
32,mock_pressure,pressure_value,0.9003,normalized,0.951
32,mock_pressure,occupancy_score,0.8304,score,0.951
32,mock_radar,occupancy_score,0.8272,score,0.885
32,mock_radar,radar_motion_score,0.8226,score,0.885
32,mock_radar,radar_micro_motion_score,0.4135,score,0.885
32,mock_radar,breathing_like_score,0.4478,score,0.885
33,mock_pressure,pressure_value,0.8052,normalized,0.893
33,mock_pressure,occupancy_score,0.8055,score,0.893
33,mock_radar,occupancy_score,0.8678,score,0.939
33,mock_radar,radar_motion_score,0.7464,score,0.939
33,mock_radar,radar_micro_motion_score,0.5874,score,0.939
33,mock_radar,breathing_like_score,0.6678,score,0.939
34,mock_pressure,pressure_value,0.7297,normalized,0.908
34,mock_pressure,occupancy_score,0.8437,score,0.908
34,mock_radar,occupancy_score,0.8669,score,0.944
34,mock_radar,radar_motion_score,0.6361,score,0.944
34,mock_radar,radar_micro_motion_score,0.4919,score,0.944
34,mock_radar,breathing_like_score,0.4197,score,0.944
35,mock_pressure,pressure_value,0.728,normalized,0.908
35,mock_pressure,occupancy_score,0.9282,score,0.908
35,mock_radar,occupancy_score,0.8441,score,0.915
35,mock_radar,radar_motion_score,0.4539,score,0.915
35,mock_radar,radar_micro_motion_score,0.6327,score,0.915
35,mock_radar,breathing_like_score,0.1119,score,0.915
36,mock_pressure,pressure_value,0.739,normalized,0.917
36,mock_pressure,occupancy_score,0.9307,score,0.917
36,mock_radar,occupancy_score,0.8862,score,0.877
36,mock_radar,radar_motion_score,0.6342,score,0.877
36,mock_radar,radar_micro_motion_score,0.7584,score,0.877
36,mock_radar,breathing_like_score,0.387,score,0.877
37,mock_pressure,pressure_value,0.8739,normalized,0.904
37,mock_pressure,occupancy_score,0.945,score,0.904
37,mock_radar,occupancy_score,0.8726,score,0.889
37,mock_radar,radar_motion_score,0.6793,score,0.889
37,mock_radar,radar_micro_motion_score,0.6945,score,0.889
37,mock_radar,breathing_like_score,0.3133,score,0.889
38,mock_pressure,pressure_value,0.8247,normalized,0.94
38,mock_pressure,occupancy_score,0.922,score,0.94
38,mock_radar,occupancy_score,0.8805,score,0.919
38,mock_radar,radar_motion_score,0.8278,score,0.919
38,mock_radar,radar_micro_motion_score,0.3825,score,0.919
38,mock_radar,breathing_like_score,0.8026,score,0.919
39,mock_pressure,pressure_value,0.9579,normalized,0.948
39,mock_pressure,occupancy_score,0.8429,score,0.948
39,mock_radar,occupancy_score,0.8387,score,0.886
39,mock_radar,radar_motion_score,0.7912,score,0.886
39,mock_radar,radar_micro_motion_score,0.4876,score,0.886
39,mock_radar,breathing_like_score,0.528,score,0.886
40,mock_pressure,pressure_value,0.8176,normalized,0.909
40,mock_pressure,occupancy_score,0.8455,score,0.909
40,mock_radar,occupancy_score,0.9494,score,0.907
40,mock_radar,radar_motion_score,0.6782,score,0.907
40,mock_radar,radar_micro_motion_score,0.7339,score,0.907
40,mock_radar,breathing_like_score,0.3615,score,0.907
41,mock_pressure,pressure_value,0.7332,normalized,0.887
41,mock_pressure,occupancy_score,0.9596,score,0.887
41,mock_radar,occupancy_score,0.9243,score,0.894
41,mock_radar,radar_motion_score,0.8067,score,0.894
41,mock_radar,radar_micro_motion_score,0.3011,score,0.894
41,mock_radar,breathing_like_score,0.2499,score,0.894
42,mock_pressure,pressure_value,0.6029,normalized,0.944
42,mock_pressure,occupancy_score,0.8409,score,0.944
42,mock_radar,occupancy_score,0.8161,score,0.918
42,mock_radar,radar_motion_score,0.5422,score,0.918
42,mock_radar,radar_micro_motion_score,0.5978,score,0.918
42,mock_radar,breathing_like_score,0.2632,score,0.918
43,mock_pressure,pressure_value,0.762,normalized,0.943
43,mock_pressure,occupancy_score,0.8187,score,0.943
43,mock_radar,occupancy_score,0.9289,score,0.925
43,mock_radar,radar_motion_score,0.6831,score,0.925
43,mock_radar,radar_micro_motion_score,0.3619,score,0.925
43,mock_radar,breathing_like_score,0.4141,score,0.925
44,mock_pressure,pressure_value,0.8054,normalized,0.908
44,mock_pressure,occupancy_score,0.9418,score,0.908
44,mock_radar,occupancy_score,0.8288,score,0.896
44,mock_radar,radar_motion_score,0.8723,score,0.896
44,mock_radar,radar_micro_motion_score,0.5164,score,0.896
44,mock_radar,breathing_like_score,0.2636,score,0.896
45,mock_pressure,pressure_value,0.8158,normalized,0.861
45,mock_pressure,occupancy_score,0.9078,score,0.861
45,mock_radar,occupancy_score,0.8737,score,0.885
45,mock_radar,radar_motion_score,0.0886,score,0.885
45,mock_radar,radar_micro_motion_score,0.4658,score,0.885
45,mock_radar,breathing_like_score,0.7331,score,0.885
46,mock_pressure,pressure_value,0.8585,normalized,0.922
46,mock_pressure,occupancy_score,0.9068,score,0.922
46,mock_radar,occupancy_score,0.8288,score,0.905
46,mock_radar,radar_motion_score,0.083,score,0.905
46,mock_radar,radar_micro_motion_score,0.7168,score,0.905
46,mock_radar,breathing_like_score,0.8021,score,0.905
47,mock_pressure,pressure_value,0.8629,normalized,0.89
47,mock_pressure,occupancy_score,0.8968,score,0.89
47,mock_radar,occupancy_score,0.8582,score,0.947
47,mock_radar,radar_motion_score,0.106,score,0.947
47,mock_radar,radar_micro_motion_score,0.4865,score,0.947
47,mock_radar,breathing_like_score,0.6915,score,0.947
48,mock_pressure,pressure_value,0.8715,normalized,0.883
48,mock_pressure,occupancy_score,0.8864,score,0.883
48,mock_radar,occupancy_score,0.8648,score,0.874
48,mock_radar,radar_motion_score,0.0896,score,0.874
48,mock_radar,radar_micro_motion_score,0.2539,score,0.874
48,mock_radar,breathing_like_score,0.6693,score,0.874
49,mock_pressure,pressure_value,0.8697,normalized,0.928
49,mock_pressure,occupancy_score,0.8833,score,0.928
49,mock_radar,occupancy_score,0.8868,score,0.921
49,mock_radar,radar_motion_score,0.0816,score,0.921
49,mock_radar,radar_micro_motion_score,0.5376,score,0.921
49,mock_radar,breathing_like_score,0.7761,score,0.921
50,mock_pressure,pressure_value,0.8333,normalized,0.911
50,mock_pressure,occupancy_score,0.908,score,0.911
50,mock_radar,occupancy_score,0.8377,score,0.879
50,mock_radar,radar_motion_score,0.1203,score,0.879
50,mock_radar,radar_micro_motion_score,0.7729,score,0.879
50,mock_radar,breathing_like_score,0.7508,score,0.879
51,mock_pressure,pressure_value,0.8502,normalized,0.964
51,mock_pressure,occupancy_score,0.9164,score,0.964
51,mock_radar,occupancy_score,0.9138,score,0.888
51,mock_radar,radar_motion_score,0.0879,score,0.888
51,mock_radar,radar_micro_motion_score,0.512,score,0.888
51,mock_radar,breathing_like_score,0.7383,score,0.888
52,mock_pressure,pressure_value,0.8386,normalized,0.914
52,mock_pressure,occupancy_score,0.9199,score,0.914
52,mock_radar,occupancy_score,0.8206,score,0.869
52,mock_radar,radar_motion_score,0.1138,score,0.869
52,mock_radar,radar_micro_motion_score,0.2003,score,0.869
52,mock_radar,breathing_like_score,0.6539,score,0.869
53,mock_pressure,pressure_value,0.8601,normalized,0.95
53,mock_pressure,occupancy_score,0.9064,score,0.95
53,mock_radar,occupancy_score,0.8213,score,0.892
53,mock_radar,radar_motion_score,0.0622,score,0.892
53,mock_radar,radar_micro_motion_score,0.4481,score,0.892
53,mock_radar,breathing_like_score,0.7248,score,0.892
54,mock_pressure,pressure_value,0.8566,normalized,0.909
54,mock_pressure,occupancy_score,0.8845,score,0.909
54,mock_radar,occupancy_score,0.8649,score,0.932
54,mock_radar,radar_motion_score,0.0669,score,0.932
54,mock_radar,radar_micro_motion_score,0.7656,score,0.932
54,mock_radar,breathing_like_score,0.7273,score,0.932
55,mock_pressure,pressure_value,0.8554,normalized,0.913
55,mock_pressure,occupancy_score,0.8776,score,0.913
55,mock_radar,occupancy_score,0.8682,score,0.922
55,mock_radar,radar_motion_score,0.1228,score,0.922
55,mock_radar,radar_micro_motion_score,0.5072,score,0.922
55,mock_radar,breathing_like_score,0.7346,score,0.922
56,mock_pressure,pressure_value,0.8564,normalized,0.88
56,mock_pressure,occupancy_score,0.8743,score,0.88
56,mock_radar,occupancy_score,0.8429,score,0.907
56,mock_radar,radar_motion_score,0.1665,score,0.907
56,mock_radar,radar_micro_motion_score,0.3065,score,0.907
56,mock_radar,breathing_like_score,0.6514,score,0.907
57,mock_pressure,pressure_value,0.8632,normalized,0.935
57,mock_pressure,occupancy_score,0.9308,score,0.935
57,mock_radar,occupancy_score,0.8528,score,0.865
57,mock_radar,radar_motion_score,0.1226,score,0.865
57,mock_radar,radar_micro_motion_score,0.5512,score,0.865
57,mock_radar,breathing_like_score,0.7429,score,0.865
58,mock_pressure,pressure_value,0.8422,normalized,0.928
58,mock_pressure,occupancy_score,0.8958,score,0.928
58,mock_radar,occupancy_score,0.8335,score,0.931
58,mock_radar,radar_motion_score,0.113,score,0.931
58,mock_radar,radar_micro_motion_score,0.7343,score,0.931
58,mock_radar,breathing_like_score,0.7637,score,0.931
59,mock_pressure,pressure_value,0.8333,normalized,0.916
59,mock_pressure,occupancy_score,0.8796,score,0.916
59,mock_radar,occupancy_score,0.8225,score,0.899
59,mock_radar,radar_motion_score,0.0968,score,0.899
59,mock_radar,radar_micro_motion_score,0.5077,score,0.899
59,mock_radar,breathing_like_score,0.7399,score,0.899
60,mock_pressure,pressure_value,0.8395,normalized,0.947
60,mock_pressure,occupancy_score,0.9163,score,0.947
60,mock_radar,occupancy_score,0.8482,score,0.89
60,mock_radar,radar_motion_score,0.0959,score,0.89
60,mock_radar,radar_micro_motion_score,0.2223,score,0.89
60,mock_radar,breathing_like_score,0.6847,score,0.89
61,mock_pressure,pressure_value,0.8249,normalized,0.917
61,mock_pressure,occupancy_score,0.8961,score,0.917
61,mock_radar,occupancy_score,0.8571,score,0.898
61,mock_radar,radar_motion_score,0.0482,score,0.898
61,mock_radar,radar_micro_motion_score,0.4764,score,0.898
61,mock_radar,breathing_like_score,0.71,score,0.898
62,mock_pressure,pressure_value,0.8475,normalized,0.925
62,mock_pressure,occupancy_score,0.8903,score,0.925
62,mock_radar,occupancy_score,0.8884,score,0.921
62,mock_radar,radar_motion_score,0.0926,score,0.921
62,mock_radar,radar_micro_motion_score,0.7517,score,0.921
62,mock_radar,breathing_like_score,0.74,score,0.921
63,mock_pressure,pressure_value,0.8618,normalized,0.928
63,mock_pressure,occupancy_score,0.9133,score,0.928
63,mock_radar,occupancy_score,0.8756,score,0.868
63,mock_radar,radar_motion_score,0.0678,score,0.868
63,mock_radar,radar_micro_motion_score,0.5409,score,0.868
63,mock_radar,breathing_like_score,0.695,score,0.868
64,mock_pressure,pressure_value,0.8507,normalized,0.884
64,mock_pressure,occupancy_score,0.9072,score,0.884
64,mock_radar,occupancy_score,0.8386,score,0.898
64,mock_radar,radar_motion_score,0.1107,score,0.898
64,mock_radar,radar_micro_motion_score,0.2467,score,0.898
64,mock_radar,breathing_like_score,0.6635,score,0.898
65,mock_pressure,pressure_value,0.8496,normalized,0.931
65,mock_pressure,occupancy_score,0.8963,score,0.931
65,mock_radar,occupancy_score,0.9198,score,0.89
65,mock_radar,radar_motion_score,0.1204,score,0.89
65,mock_radar,radar_micro_motion_score,0.5493,score,0.89
65,mock_radar,breathing_like_score,0.7295,score,0.89
66,mock_pressure,pressure_value,0.8359,normalized,0.891
66,mock_pressure,occupancy_score,0.8817,score,0.891
66,mock_radar,occupancy_score,0.8675,score,0.916
66,mock_radar,radar_motion_score,0.086,score,0.916
66,mock_radar,radar_micro_motion_score,0.7273,score,0.916
66,mock_radar,breathing_like_score,0.776,score,0.916
67,mock_pressure,pressure_value,0.8479,normalized,0.947
67,mock_pressure,occupancy_score,0.8996,score,0.947
67,mock_radar,occupancy_score,0.8386,score,0.884
67,mock_radar,radar_motion_score,0.1422,score,0.884
67,mock_radar,radar_micro_motion_score,0.5387,score,0.884
67,mock_radar,breathing_like_score,0.7087,score,0.884
68,mock_pressure,pressure_value,0.8379,normalized,0.911
68,mock_pressure,occupancy_score,0.877,score,0.911
68,mock_radar,occupancy_score,0.7969,score,0.914
68,mock_radar,radar_motion_score,0.0583,score,0.914
68,mock_radar,radar_micro_motion_score,0.2215,score,0.914
68,mock_radar,breathing_like_score,0.6846,score,0.914
69,mock_pressure,pressure_value,0.8761,normalized,0.893
69,mock_pressure,occupancy_score,0.9233,score,0.893
69,mock_radar,occupancy_score,0.8744,score,0.895
69,mock_radar,radar_motion_score,0.0577,score,0.895
69,mock_radar,radar_micro_motion_score,0.4755,score,0.895
69,mock_radar,breathing_like_score,0.7085,score,0.895
70,mock_pressure,pressure_value,0.8416,normalized,0.907
70,mock_pressure,occupancy_score,0.8828,score,0.907
70,mock_radar,occupancy_score,0.8322,score,0.923
70,mock_radar,radar_motion_score,0.1068,score,0.923
70,mock_radar,radar_micro_motion_score,0.8006,score,0.923
70,mock_radar,breathing_like_score,0.8101,score,0.923
71,mock_pressure,pressure_value,0.8596,normalized,0.889
71,mock_pressure,occupancy_score,0.8979,score,0.889
71,mock_radar,occupancy_score,0.82,score,0.863
71,mock_radar,radar_motion_score,0.0967,score,0.863
71,mock_radar,radar_micro_motion_score,0.4851,score,0.863
71,mock_radar,breathing_like_score,0.7528,score,0.863
72,mock_pressure,pressure_value,0.8415,normalized,0.959
72,mock_pressure,occupancy_score,0.8861,score,0.959
72,mock_radar,occupancy_score,0.8438,score,0.92
72,mock_radar,radar_motion_score,0.0591,score,0.92
72,mock_radar,radar_micro_motion_score,0.2454,score,0.92
72,mock_radar,breathing_like_score,0.7305,score,0.92
73,mock_pressure,pressure_value,0.8304,normalized,0.904
73,mock_pressure,occupancy_score,0.9084,score,0.904
73,mock_radar,occupancy_score,0.8581,score,0.873
73,mock_radar,radar_motion_score,0.1005,score,0.873
73,mock_radar,radar_micro_motion_score,0.489,score,0.873
73,mock_radar,breathing_like_score,0.7108,score,0.873
74,mock_pressure,pressure_value,0.8584,normalized,0.903
74,mock_pressure,occupancy_score,0.9236,score,0.903
74,mock_radar,occupancy_score,0.844,score,0.944
74,mock_radar,radar_motion_score,0.1562,score,0.944
74,mock_radar,radar_micro_motion_score,0.7515,score,0.944
74,mock_radar,breathing_like_score,0.7144,score,0.944
75,mock_pressure,pressure_value,0.8639,normalized,0.926
75,mock_pressure,occupancy_score,0.8905,score,0.926
75,mock_radar,occupancy_score,0.8539,score,0.854
75,mock_radar,radar_motion_score,0.7853,score,0.854
75,mock_radar,radar_micro_motion_score,0.5455,score,0.854
75,mock_radar,breathing_like_score,0.3358,score,0.854
76,mock_pressure,pressure_value,0.8953,normalized,0.904
76,mock_pressure,occupancy_score,0.8727,score,0.904
76,mock_radar,occupancy_score,0.9464,score,0.867
76,mock_radar,radar_motion_score,0.8948,score,0.867
76,mock_radar,radar_micro_motion_score,0.4208,score,0.867
76,mock_radar,breathing_like_score,0.3511,score,0.867
77,mock_pressure,pressure_value,0.9096,normalized,0.896
77,mock_pressure,occupancy_score,0.8751,score,0.896
77,mock_radar,occupancy_score,0.853,score,0.92
77,mock_radar,radar_motion_score,0.8617,score,0.92
77,mock_radar,radar_micro_motion_score,0.4715,score,0.92
77,mock_radar,breathing_like_score,0.5103,score,0.92
78,mock_pressure,pressure_value,0.8783,normalized,0.935
78,mock_pressure,occupancy_score,0.8842,score,0.935
78,mock_radar,occupancy_score,0.8384,score,0.923
78,mock_radar,radar_motion_score,0.8678,score,0.923
78,mock_radar,radar_micro_motion_score,0.647,score,0.923
78,mock_radar,breathing_like_score,0.4672,score,0.923
79,mock_pressure,pressure_value,0.6937,normalized,0.931
79,mock_pressure,occupancy_score,0.8628,score,0.931
79,mock_radar,occupancy_score,0.9414,score,0.882
79,mock_radar,radar_motion_score,0.7046,score,0.882
79,mock_radar,radar_micro_motion_score,0.5514,score,0.882
79,mock_radar,breathing_like_score,0.1754,score,0.882
80,mock_pressure,pressure_value,0.6582,normalized,0.899
80,mock_pressure,occupancy_score,0.9259,score,0.899
80,mock_radar,occupancy_score,0.8429,score,0.91
80,mock_radar,radar_motion_score,0.48,score,0.91
80,mock_radar,radar_micro_motion_score,0.5264,score,0.91
80,mock_radar,breathing_like_score,0.3112,score,0.91
81,mock_pressure,pressure_value,0.7439,normalized,0.927
81,mock_pressure,occupancy_score,0.9163,score,0.927
81,mock_radar,occupancy_score,0.8282,score,0.908
81,mock_radar,radar_motion_score,0.5984,score,0.908
81,mock_radar,radar_micro_motion_score,0.509,score,0.908
81,mock_radar,breathing_like_score,0.5136,score,0.908
82,mock_pressure,pressure_value,0.8737,normalized,0.936
82,mock_pressure,occupancy_score,0.8775,score,0.936
82,mock_radar,occupancy_score,0.9111,score,0.923
82,mock_radar,radar_motion_score,0.6971,score,0.923
82,mock_radar,radar_micro_motion_score,0.5027,score,0.923
82,mock_radar,breathing_like_score,0.5162,score,0.923
83,mock_pressure,pressure_value,0.9476,normalized,0.927
83,mock_pressure,occupancy_score,0.8702,score,0.927
83,mock_radar,occupancy_score,0.8773,score,0.87
83,mock_radar,radar_motion_score,0.8938,score,0.87
83,mock_radar,radar_micro_motion_score,0.682,score,0.87
83,mock_radar,breathing_like_score,0.4427,score,0.87
84,mock_pressure,pressure_value,0.9308,normalized,0.903
84,mock_pressure,occupancy_score,0.8806,score,0.903
84,mock_radar,occupancy_score,0.8604,score,0.875
84,mock_radar,radar_motion_score,0.8122,score,0.875
