t_seconds,sensor_type,metric,value,unit,quality_score
17,mock_radar,radar_micro_motion_score,0.0544,score,0.886
17,mock_radar,breathing_like_score,0.0813,score,0.886
18,mock_pressure,pressure_value,0.0543,normalized,0.893
18,mock_pressure,occupancy_score,0.0424,score,0.893
18,mock_radar,occupancy_score,0.1336,score,0.914
18,mock_radar,radar_motion_score,0.004,score,0.914
18,mock_radar,radar_micro_motion_score,0.0062,score,0.914
18,mock_radar,breathing_like_score,0.0342,score,0.914
19,mock_pressure,pressure_value,0.0609,normalized,0.918
19,mock_pressure,occupancy_score,0.0287,score,0.918
19,mock_radar,occupancy_score,0.0994,score,0.91
19,mock_radar,radar_motion_score,0.0486,score,0.91
19,mock_radar,radar_micro_motion_score,0.0166,score,0.91
19,mock_radar,breathing_like_score,0.0817,score,0.91
20,mock_pressure,pressure_value,0.0353,normalized,0.888
20,mock_pressure,occupancy_score,0.1196,score,0.888
20,mock_radar,occupancy_score,0.286,score,0.913
20,mock_radar,radar_motion_score,0.6959,score,0.913
20,mock_radar,radar_micro_motion_score,0.7938,score,0.913
20,mock_radar,breathing_like_score,0.3664,score,0.913
21,mock_pressure,pressure_value,0.2231,normalized,0.9
21,mock_pressure,occupancy_score,0.2896,score,0.9
21,mock_radar,occupancy_score,0.4649,score,0.903
21,mock_radar,radar_motion_score,0.8357,score,0.903
21,mock_radar,radar_micro_motion_score,0.4633,score,0.903
21,mock_radar,breathing_like_score,0.3655,score,0.903
22,mock_pressure,pressure_value,0.3459,normalized,0.94
22,mock_pressure,occupancy_score,0.4245,score,0.94
22,mock_radar,occupancy_score,0.4938,score,0.891
22,mock_radar,radar_motion_score,0.8792,score,0.891
22,mock_radar,radar_micro_motion_score,0.633,score,0.891
22,mock_radar,breathing_like_score,0.4164,score,0.891
23,mock_pressure,pressure_value,0.5084,normalized,0.896
23,mock_pressure,occupancy_score,0.5288,score,0.896
23,mock_radar,occupancy_score,0.6855,score,0.926
23,mock_radar,radar_motion_score,0.678,score,0.926
23,mock_radar,radar_micro_motion_score,0.5751,score,0.926
23,mock_radar,breathing_like_score,0.2604,score,0.926
24,mock_pressure,pressure_value,0.7051,normalized,0.937
24,mock_pressure,occupancy_score,0.7487,score,0.937
24,mock_radar,occupancy_score,0.8352,score,0.9
24,mock_radar,radar_motion_score,0.7403,score,0.9
24,mock_radar,radar_micro_motion_score,0.7661,score,0.9
24,mock_radar,breathing_like_score,0.2792,score,0.9
25,mock_pressure,pressure_value,0.8447,normalized,0.916
25,mock_pressure,occupancy_score,0.8835,score,0.916
25,mock_radar,occupancy_score,0.8736,score,0.924
25,mock_radar,radar_motion_score,0.0917,score,0.924
25,mock_radar,radar_micro_motion_score,0.5188,score,0.924
25,mock_radar,breathing_like_score,0.7717,score,0.924
26,mock_pressure,pressure_value,0.8391,normalized,0.899
26,mock_pressure,occupancy_score,0.8891,score,0.899
26,mock_radar,occupancy_score,0.8367,score,0.887
26,mock_radar,radar_motion_score,0.1228,score,0.887
26,mock_radar,radar_micro_motion_score,0.7444,score,0.887
26,mock_radar,breathing_like_score,0.8204,score,0.887
27,mock_pressure,pressure_value,0.8552,normalized,0.949
27,mock_pressure,occupancy_score,0.8862,score,0.949
27,mock_radar,occupancy_score,0.8547,score,0.895
27,mock_radar,radar_motion_score,0.1055,score,0.895
27,mock_radar,radar_micro_motion_score,0.5892,score,0.895
27,mock_radar,breathing_like_score,0.7413,score,0.895
28,mock_pressure,pressure_value,0.868,normalized,0.909
28,mock_pressure,occupancy_score,0.8986,score,0.909
28,mock_radar,occupancy_score,0.8169,score,0.929
28,mock_radar,radar_motion_score,0.1144,score,0.929
28,mock_radar,radar_micro_motion_score,0.296,score,0.929
28,mock_radar,breathing_like_score,0.6913,score,0.929
29,mock_pressure,pressure_value,0.8589,normalized,0.907
29,mock_pressure,occupancy_score,0.8924,score,0.907
29,mock_radar,occupancy_score,0.8064,score,0.923
29,mock_radar,radar_motion_score,0.0988,score,0.923
29,mock_radar,radar_micro_motion_score,0.517,score,0.923
29,mock_radar,breathing_like_score,0.6778,score,0.923
30,mock_pressure,pressure_value,0.8592,normalized,0.912
30,mock_pressure,occupancy_score,0.9201,score,0.912
30,mock_radar,occupancy_score,0.9183,score,0.892
30,mock_radar,radar_motion_score,0.073,score,0.892
30,mock_radar,radar_micro_motion_score,0.7736,score,0.892
30,mock_radar,breathing_like_score,0.7985,score,0.892
31,mock_pressure,pressure_value,0.8606,normalized,0.931
31,mock_pressure,occupancy_score,0.8953,score,0.931
31,mock_radar,occupancy_score,0.8683,score,0.886
31,mock_radar,radar_motion_score,0.1306,score,0.886
31,mock_radar,radar_micro_motion_score,0.4483,score,0.886
31,mock_radar,breathing_like_score,0.7184,score,0.886
32,mock_pressure,pressure_value,0.845,normalized,0.951
32,mock_pressure,occupancy_score,0.8752,score,0.951
32,mock_radar,occupancy_score,0.8104,score,0.885
32,mock_radar,radar_motion_score,0.0911,score,0.885
32,mock_radar,radar_micro_motion_score,0.2227,score,0.885
32,mock_radar,breathing_like_score,0.6796,score,0.885
33,mock_pressure,pressure_value,0.836,normalized,0.893
33,mock_pressure,occupancy_score,0.8627,score,0.893
33,mock_radar,occupancy_score,0.8409,score,0.939
33,mock_radar,radar_motion_score,0.093,score,0.939
33,mock_radar,radar_micro_motion_score,0.5075,score,0.939
33,mock_radar,breathing_like_score,0.7736,score,0.939
34,mock_pressure,pressure_value,0.8445,normalized,0.908
34,mock_pressure,occupancy_score,0.8819,score,0.908
34,mock_radar,occupancy_score,0.8402,score,0.944
34,mock_radar,radar_motion_score,0.1004,score,0.944
34,mock_radar,radar_micro_motion_score,0.7384,score,0.944
34,mock_radar,breathing_like_score,0.7739,score,0.944
35,mock_pressure,pressure_value,0.8635,normalized,0.908
35,mock_pressure,occupancy_score,0.9241,score,0.908
35,mock_radar,occupancy_score,0.8231,score,0.915
35,mock_radar,radar_motion_score,0.0626,score,0.915
35,mock_radar,radar_micro_motion_score,0.5165,score,0.915
35,mock_radar,breathing_like_score,0.6624,score,0.915
36,mock_pressure,pressure_value,0.8598,normalized,0.917
36,mock_pressure,occupancy_score,0.9254,score,0.917
36,mock_radar,occupancy_score,0.8547,score,0.877
36,mock_radar,radar_motion_score,0.1193,score,0.877
36,mock_radar,radar_micro_motion_score,0.7917,score,0.877
36,mock_radar,breathing_like_score,0.7674,score,0.877
37,mock_pressure,pressure_value,0.8722,normalized,0.904
37,mock_pressure,occupancy_score,0.9325,score,0.904
37,mock_radar,occupancy_score,0.8444,score,0.889
37,mock_radar,radar_motion_score,0.0922,score,0.889
37,mock_radar,radar_micro_motion_score,0.5289,score,0.889
37,mock_radar,breathing_like_score,0.7027,score,0.889
38,mock_pressure,pressure_value,0.8293,normalized,0.94
38,mock_pressure,occupancy_score,0.921,score,0.94
38,mock_radar,occupancy_score,0.8504,score,0.919
38,mock_radar,radar_motion_score,0.104,score,0.919
38,mock_radar,radar_micro_motion_score,0.2165,score,0.919
38,mock_radar,breathing_like_score,0.7505,score,0.919
39,mock_pressure,pressure_value,0.8623,normalized,0.948
39,mock_pressure,occupancy_score,0.8815,score,0.948
39,mock_radar,occupancy_score,0.819,score,0.886
39,mock_radar,radar_motion_score,0.0793,score,0.886
39,mock_radar,radar_micro_motion_score,0.4875,score,0.886
39,mock_radar,breathing_like_score,0.7456,score,0.886
40,mock_pressure,pressure_value,0.8397,normalized,0.909
40,mock_pressure,occupancy_score,0.8827,score,0.909
40,mock_radar,occupancy_score,0.902,score,0.907
40,mock_radar,radar_motion_score,0.0674,score,0.907
40,mock_radar,radar_micro_motion_score,0.7868,score,0.907
40,mock_radar,breathing_like_score,0.7623,score,0.907
41,mock_pressure,pressure_value,0.8456,normalized,0.887
41,mock_pressure,occupancy_score,0.9398,score,0.887
41,mock_radar,occupancy_score,0.8832,score,0.894
41,mock_radar,radar_motion_score,0.1644,score,0.894
41,mock_radar,radar_micro_motion_score,0.4502,score,0.894
41,mock_radar,breathing_like_score,0.69,score,0.894
42,mock_pressure,pressure_value,0.826,normalized,0.944
42,mock_pressure,occupancy_score,0.8804,score,0.944
42,mock_radar,occupancy_score,0.802,score,0.918
42,mock_radar,radar_motion_score,0.0957,score,0.918
42,mock_radar,radar_micro_motion_score,0.2596,score,0.918
42,mock_radar,breathing_like_score,0.6426,score,0.918
43,mock_pressure,pressure_value,0.8668,normalized,0.943
43,mock_pressure,occupancy_score,0.8694,score,0.943
43,mock_radar,occupancy_score,0.8867,score,0.925
43,mock_radar,radar_motion_score,0.1376,score,0.925
43,mock_radar,radar_micro_motion_score,0.4624,score,0.925
43,mock_radar,breathing_like_score,0.7228,score,0.925
44,mock_pressure,pressure_value,0.8516,normalized,0.908
44,mock_pressure,occupancy_score,0.9309,score,0.908
44,mock_radar,occupancy_score,0.8116,score,0.896
44,mock_radar,radar_motion_score,0.1646,score,0.896
44,mock_radar,radar_micro_motion_score,0.7433,score,0.896
44,mock_radar,breathing_like_score,0.7427,score,0.896
45,mock_pressure,pressure_value,0.8158,normalized,0.861
45,mock_pressure,occupancy_score,0.9078,score,0.861
45,mock_radar,occupancy_score,0.8737,score,0.885
45,mock_radar,radar_motion_score,0.0886,score,0.885
45,mock_radar,radar_micro_motion_score,0.4658,score,0.885
45,mock_radar,breathing_like_score,0.7331,score,0.885
46,mock_pressure,pressure_value,0.8585,normalized,0.922
46,mock_pressure,occupancy_score,0.9068,score,0.922
46,mock_radar,occupancy_score,0.8288,score,0.905
46,mock_radar,radar_motion_score,0.083,score,0.905
46,mock_radar,radar_micro_motion_score,0.2168,score,0.905
46,mock_radar,breathing_like_score,0.7021,score,0.905
47,mock_pressure,pressure_value,0.8629,normalized,0.89
47,mock_pressure,occupancy_score,0.8968,score,0.89
47,mock_radar,occupancy_score,0.8582,score,0.947
47,mock_radar,radar_motion_score,0.106,score,0.947
47,mock_radar,radar_micro_motion_score,0.4865,score,0.947
47,mock_radar,breathing_like_score,0.6915,score,0.947
48,mock_pressure,pressure_value,0.8715,normalized,0.883
48,mock_pressure,occupancy_score,0.8864,score,0.883
48,mock_radar,occupancy_score,0.8648,score,0.874
48,mock_radar,radar_motion_score,0.0896,score,0.874
48,mock_radar,radar_micro_motion_score,0.7539,score,0.874
48,mock_radar,breathing_like_score,0.7693,score,0.874
49,mock_pressure,pressure_value,0.8697,normalized,0.928
49,mock_pressure,occupancy_score,0.8833,score,0.928
49,mock_radar,occupancy_score,0.8868,score,0.921
49,mock_radar,radar_motion_score,0.0816,score,0.921
49,mock_radar,radar_micro_motion_score,0.5376,score,0.921
49,mock_radar,breathing_like_score,0.7761,score,0.921
50,mock_pressure,pressure_value,0.8333,normalized,0.911
50,mock_pressure,occupancy_score,0.908,score,0.911
50,mock_radar,occupancy_score,0.8377,score,0.879
50,mock_radar,radar_motion_score,0.1203,score,0.879
50,mock_radar,radar_micro_motion_score,0.2729,score,0.879
50,mock_radar,breathing_like_score,0.6508,score,0.879
51,mock_pressure,pressure_value,0.8502,normalized,0.964
51,mock_pressure,occupancy_score,0.9164,score,0.964
51,mock_radar,occupancy_score,0.9138,score,0.888
51,mock_radar,radar_motion_score,0.0879,score,0.888
51,mock_radar,radar_micro_motion_score,0.512,score,0.888
51,mock_radar,breathing_like_score,0.7383,score,0.888
52,mock_pressure,pressure_value,0.8386,normalized,0.914
52,mock_pressure,occupancy_score,0.9199,score,0.914
52,mock_radar,occupancy_score,0.8206,score,0.869
52,mock_radar,radar_motion_score,0.1138,score,0.869
52,mock_radar,radar_micro_motion_score,0.7003,score,0.869
52,mock_radar,breathing_like_score,0.7539,score,0.869
53,mock_pressure,pressure_value,0.8601,normalized,0.95
53,mock_pressure,occupancy_score,0.9064,score,0.95
53,mock_radar,occupancy_score,0.8213,score,0.892
53,mock_radar,radar_motion_score,0.0622,score,0.892
53,mock_radar,radar_micro_motion_score,0.4481,score,0.892
53,mock_radar,breathing_like_score,0.7248,score,0.892
54,mock_pressure,pressure_value,0.8566,normalized,0.909
54,mock_pressure,occupancy_score,0.8845,score,0.909
54,mock_radar,occupancy_score,0.8649,score,0.932
54,mock_radar,radar_motion_score,0.0669,score,0.932
54,mock_radar,radar_micro_motion_score,0.2656,score,0.932
54,mock_radar,breathing_like_score,0.6273,score,0.932
55,mock_pressure,pressure_value,0.8554,normalized,0.913
55,mock_pressure,occupancy_score,0.8776,score,0.913
55,mock_radar,occupancy_score,0.8682,score,0.922
55,mock_radar,radar_motion_score,0.1228,score,0.922
55,mock_radar,radar_micro_motion_score,0.5072,score,0.922
55,mock_radar,breathing_like_score,0.7346,score,0.922
56,mock_pressure,pressure_value,0.8564,normalized,0.88
56,mock_pressure,occupancy_score,0.8743,score,0.88
56,mock_radar,occupancy_score,0.8429,score,0.907
56,mock_radar,radar_motion_score,0.1665,score,0.907
56,mock_radar,radar_micro_motion_score,0.8065,score,0.907
56,mock_radar,breathing_like_score,0.7514,score,0.907
57,mock_pressure,pressure_value,0.8632,normalized,0.935
57,mock_pressure,occupancy_score,0.9308,score,0.935
57,mock_radar,occupancy_score,0.8528,score,0.865
57,mock_radar,radar_motion_score,0.1226,score,0.865
57,mock_radar,radar_micro_motion_score,0.5512,score,0.865
57,mock_radar,breathing_like_score,0.7429,score,0.865
58,mock_pressure,pressure_value,0.8422,normalized,0.928
58,mock_pressure,occupancy_score,0.8958,score,0.928
58,mock_radar,occupancy_score,0.8335,score,0.931
58,mock_radar,radar_motion_score,0.113,score,0.931
58,mock_radar,radar_micro_motion_score,0.2343,score,0.931
58,mock_radar,breathing_like_score,0.6637,score,0.931
59,mock_pressure,pressure_value,0.8333,normalized,0.916
59,mock_pressure,occupancy_score,0.8796,score,0.916
59,mock_radar,occupancy_score,0.8225,score,0.899
59,mock_radar,radar_motion_score,0.0968,score,0.899
59,mock_radar,radar_micro_motion_score,0.5077,score,0.899
59,mock_radar,breathing_like_score,0.7399,score,0.899
60,mock_pressure,pressure_value,0.8395,normalized,0.947
60,mock_pressure,occupancy_score,0.9163,score,0.947
60,mock_radar,occupancy_score,0.8482,score,0.89
60,mock_radar,radar_motion_score,0.0959,score,0.89
60,mock_radar,radar_micro_motion_score,0.7223,score,0.89
60,mock_radar,breathing_like_score,0.7847,score,0.89
61,mock_pressure,pressure_value,0.8249,normalized,0.917
61,mock_pressure,occupancy_score,0.8961,score,0.917
61,mock_radar,occupancy_score,0.8571,score,0.898
61,mock_radar,radar_motion_score,0.0482,score,0.898
61,mock_radar,radar_micro_motion_score,0.4764,score,0.898
61,mock_radar,breathing_like_score,0.71,score,0.898
62,mock_pressure,pressure_value,0.8475,normalized,0.925
62,mock_pressure,occupancy_score,0.8903,score,0.925
62,mock_radar,occupancy_score,0.8884,score,0.921
62,mock_radar,radar_motion_score,0.0926,score,0.921
62,mock_radar,radar_micro_motion_score,0.2517,score,0.921
62,mock_radar,breathing_like_score,0.64,score,0.921
63,mock_pressure,pressure_value,0.8618,normalized,0.928
63,mock_pressure,occupancy_score,0.9133,score,0.928
63,mock_radar,occupancy_score,0.8756,score,0.868
63,mock_radar,radar_motion_score,0.0678,score,0.868
63,mock_radar,radar_micro_motion_score,0.5409,score,0.868
63,mock_radar,breathing_like_score,0.695,score,0.868
64,mock_pressure,pressure_value,0.8507,normalized,0.884
64,mock_pressure,occupancy_score,0.9072,score,0.884
64,mock_radar,occupancy_score,0.8386,score,0.898
64,mock_radar,radar_motion_score,0.1107,score,0.898
64,mock_radar,radar_micro_motion_score,0.7467,score,0.898
64,mock_radar,breathing_like_score,0.7635,score,0.898
65,mock_pressure,pressure_value,0.7988,normalized,0.931
65,mock_pressure,occupancy_score,0.8725,score,0.931
65,mock_radar,occupancy_score,0.973,score,0.89
65,mock_radar,radar_motion_score,0.7543,score,0.89
65,mock_radar,radar_micro_motion_score,0.7967,score,0.89
65,mock_radar,breathing_like_score,0.4477,score,0.89
66,mock_pressure,pressure_value,0.8468,normalized,0.891
66,mock_pressure,occupancy_score,0.8435,score,0.891
66,mock_radar,occupancy_score,0.9034,score,0.916
66,mock_radar,radar_motion_score,0.7801,score,0.916
66,mock_radar,radar_micro_motion_score,0.4366,score,0.916
66,mock_radar,breathing_like_score,0.4299,score,0.916
67,mock_pressure,pressure_value,0.9101,normalized,0.947
67,mock_pressure,occupancy_score,0.8792,score,0.947
67,mock_radar,occupancy_score,0.8647,score,0.884
67,mock_radar,radar_motion_score,0.9588,score,0.884
67,mock_radar,radar_micro_motion_score,0.7435,score,0.884
67,mock_radar,breathing_like_score,0.3434,score,0.884
68,mock_pressure,pressure_value,0.8116,normalized,0.911
68,mock_pressure,occupancy_score,0.8339,score,0.911
68,mock_radar,occupancy_score,0.8093,score,0.914
68,mock_radar,radar_motion_score,0.6538,score,0.914
68,mock_radar,radar_micro_motion_score,0.4073,score,0.914
68,mock_radar,breathing_like_score,0.4729,score,0.914
69,mock_pressure,pressure_value,0.8349,normalized,0.893
69,mock_pressure,occupancy_score,0.9267,score,0.893
69,mock_radar,occupancy_score,0.9125,score,0.895
69,mock_radar,radar_motion_score,0.5221,score,0.895
69,mock_radar,radar_micro_motion_score,0.4273,score,0.895
69,mock_radar,breathing_like_score,0.3424,score,0.895
70,mock_pressure,pressure_value,0.6551,normalized,0.907
70,mock_pressure,occupancy_score,0.8456,score,0.907
70,mock_radar,occupancy_score,0.8562,score,0.923
70,mock_radar,radar_motion_score,0.5718,score,0.923
70,mock_radar,radar_micro_motion_score,0.8028,score,0.923
70,mock_radar,breathing_like_score,0.6003,score,0.923
71,mock_pressure,pressure_value,0.7382,normalized,0.889
71,mock_pressure,occupancy_score,0.8757,score,0.889
71,mock_radar,occupancy_score,0.8401,score,0.863
71,mock_radar,radar_motion_score,0.5738,score,0.863
71,mock_radar,radar_micro_motion_score,0.4755,score,0.863
71,mock_radar,breathing_like_score,0.5638,score,0.863
72,mock_pressure,pressure_value,0.7718,normalized,0.959
72,mock_pressure,occupancy_score,0.8522,score,0.959
72,mock_radar,occupancy_score,0.8717,score,0.92
72,mock_radar,radar_motion_score,0.5909,score,0.92
72,mock_radar,radar_micro_motion_score,0.527,score,0.92
72,mock_radar,breathing_like_score,0.7023,score,0.92
73,mock_pressure,pressure_value,0.8284,normalized,0.904
73,mock_pressure,occupancy_score,0.8968,score,0.904
73,mock_radar,occupancy_score,0.8909,score,0.873
73,mock_radar,radar_motion_score,0.8187,score,0.873
73,mock_radar,radar_micro_motion_score,0.4948,score,0.873
73,mock_radar,breathing_like_score,0.3542,score,0.873
74,mock_pressure,pressure_value,0.9451,normalized,0.903
74,mock_pressure,occupancy_score,0.9271,score,0.903
74,mock_radar,occupancy_score,0.872,score,0.944
74,mock_radar,radar_motion_score,0.9961,score,0.944
74,mock_radar,radar_micro_motion_score,0.5574,score,0.944
74,mock_radar,breathing_like_score,0.1222,score,0.944
75,mock_pressure,pressure_value,0.9159,normalized,0.926
75,mock_pressure,occupancy_score,0.8905,score,0.926
75,mock_radar,occupancy_score,0.8539,score,0.854
75,mock_radar,radar_motion_score,0.8504,score,0.854
75,mock_radar,radar_micro_motion_score,0.5455,score,0.854
75,mock_radar,breathing_like_score,0.3358,score,0.854
76,mock_pressure,pressure_value,0.7494,normalized,0.904
76,mock_pressure,occupancy_score,0.8727,score,0.904
76,mock_radar,occupancy_score,0.9464,score,0.867
76,mock_radar,radar_motion_score,0.7125,score,0.867
76,mock_radar,radar_micro_motion_score,0.4208,score,0.867
76,mock_radar,breathing_like_score,0.3511,score,0.867
77,mock_pressure,pressure_value,0.6756,normalized,0.896
77,mock_pressure,occupancy_score,0.8751,score,0.896
77,mock_radar,occupancy_score,0.853,score,0.92
77,mock_radar,radar_motion_score,0.5692,score,0.92
77,mock_radar,radar_micro_motion_score,0.4715,score,0.92
77,mock_radar,breathing_like_score,0.5103,score,0.92
78,mock_pressure,pressure_value,0.7324,normalized,0.935
78,mock_pressure,occupancy_score,0.8842,score,0.935
78,mock_radar,occupancy_score,0.8384,score,0.923
78,mock_radar,radar_motion_score,0.6855,score,0.923
78,mock_radar,radar_micro_motion_score,0.647,score,0.923
78,mock_radar,breathing_like_score,0.4672,score,0.923
79,mock_pressure,pressure_value,0.7458,normalized,0.931
79,mock_pressure,occupancy_score,0.8628,score,0.931
79,mock_radar,occupancy_score,0.9414,score,0.882
79,mock_radar,radar_motion_score,0.7697,score,0.882
79,mock_radar,radar_micro_motion_score,0.5514,score,0.882
79,mock_radar,breathing_like_score,0.1754,score,0.882
80,mock_pressure,pressure_value,0.8691,normalized,0.899
80,mock_pressure,occupancy_score,0.9259,score,0.899
80,mock_radar,occupancy_score,0.8429,score,0.91
80,mock_radar,radar_motion_score,0.7436,score,0.91
80,mock_radar,radar_micro_motion_score,0.5264,score,0.91
80,mock_radar,breathing_like_score,0.3112,score,0.91
81,mock_pressure,pressure_value,0.9547,normalized,0.927
81,mock_pressure,occupancy_score,0.9163,score,0.927
81,mock_radar,occupancy_score,0.8282,score,0.908
81,mock_radar,radar_motion_score,0.8619,score,0.908
81,mock_radar,radar_micro_motion_score,0.509,score,0.908
81,mock_radar,breathing_like_score,0.5136,score,0.908
82,mock_pressure,pressure_value,0.9258,normalized,0.936
82,mock_pressure,occupancy_score,0.8775,score,0.936
82,mock_radar,occupancy_score,0.9111,score,0.923
82,mock_radar,radar_motion_score,0.7622,score,0.923
82,mock_radar,radar_micro_motion_score,0.5027,score,0.923
82,mock_radar,breathing_like_score,0.5162,score,0.923
83,mock_pressure,pressure_value,0.8017,normalized,0.927
83,mock_pressure,occupancy_score,0.8702,score,0.927
83,mock_radar,occupancy_score,0.8773,score,0.87
83,mock_radar,radar_motion_score,0.7115,score,0.87
83,mock_radar,radar_micro_motion_score,0.682,score,0.87
83,mock_radar,breathing_like_score,0.4427,score,0.87
84,mock_pressure,pressure_value,0.6968,normalized,0.903
84,mock_pressure,occupancy_score,0.8806,score,0.903
84,mock_radar,occupancy_score,0.8604,score,0.875
84,mock_radar,radar_motion_score,0.5197,score,0.875
